OBJECTID,ISO_2_CODE,ISO_3_CODE,ADM0_NAME,date_epicrv,NewCase,CumCase,NewDeath,CumDeath,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
1,AF,AFG,Afghanistan,2020-02-24T00:00:00.000Z,1,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
2,AF,AFG,Afghanistan,2020-02-25T00:00:00.000Z,0,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
3,AF,AFG,Afghanistan,2020-02-26T00:00:00.000Z,0,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
4,AF,AFG,Afghanistan,2020-02-27T00:00:00.000Z,0,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
5,AF,AFG,Afghanistan,2020-02-28T00:00:00.000Z,0,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
6,AF,AFG,Afghanistan,2020-02-29T00:00:00.000Z,0,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
7,AF,AFG,Afghanistan,2020-03-01T00:00:00.000Z,0,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
8,AF,AFG,Afghanistan,2020-03-02T00:00:00.000Z,0,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
9,AF,AFG,Afghanistan,2020-03-03T00:00:00.000Z,0,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
10,AF,AFG,Afghanistan,2020-03-04T00:00:00.000Z,0,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
11,AF,AFG,Afghanistan,2020-03-05T00:00:00.000Z,0,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
12,AF,AFG,Afghanistan,2020-03-06T00:00:00.000Z,0,1,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
13,AF,AFG,Afghanistan,2020-03-07T00:00:00.000Z,3,4,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
14,AF,AFG,Afghanistan,2020-03-08T00:00:00.000Z,0,4,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
15,AF,AFG,Afghanistan,2020-03-09T00:00:00.000Z,0,4,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
16,AF,AFG,Afghanistan,2020-03-10T00:00:00.000Z,0,4,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
17,AF,AFG,Afghanistan,2020-03-11T00:00:00.000Z,3,7,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
18,AF,AFG,Afghanistan,2020-03-12T00:00:00.000Z,0,7,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
19,AF,AFG,Afghanistan,2020-03-13T00:00:00.000Z,0,7,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
20,AF,AFG,Afghanistan,2020-03-14T00:00:00.000Z,3,10,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
21,AF,AFG,Afghanistan,2020-03-15T00:00:00.000Z,6,16,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
22,AF,AFG,Afghanistan,2020-03-16T00:00:00.000Z,5,21,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
23,AF,AFG,Afghanistan,2020-03-17T00:00:00.000Z,1,22,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
24,AF,AFG,Afghanistan,2020-03-18T00:00:00.000Z,0,22,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
25,AF,AFG,Afghanistan,2020-03-19T00:00:00.000Z,0,22,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
26,AF,AFG,Afghanistan,2020-03-20T00:00:00.000Z,2,24,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
27,AF,AFG,Afghanistan,2020-03-21T00:00:00.000Z,0,24,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
28,AF,AFG,Afghanistan,2020-03-22T00:00:00.000Z,10,34,0,0,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
29,AF,AFG,Afghanistan,2020-03-23T00:00:00.000Z,6,40,1,1,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
30,AF,AFG,Afghanistan,2020-03-24T00:00:00.000Z,2,42,0,1,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
31,AF,AFG,Afghanistan,2020-03-25T00:00:00.000Z,32,74,0,1,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
32,AF,AFG,Afghanistan,2020-03-26T00:00:00.000Z,6,80,1,2,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
33,AF,AFG,Afghanistan,2020-03-27T00:00:00.000Z,11,91,0,2,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
34,AF,AFG,Afghanistan,2020-03-28T00:00:00.000Z,15,106,1,3,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
35,AF,AFG,Afghanistan,2020-03-29T00:00:00.000Z,8,114,1,4,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
36,AF,AFG,Afghanistan,2020-03-30T00:00:00.000Z,0,114,0,4,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
37,AF,AFG,Afghanistan,2020-03-31T00:00:00.000Z,52,166,0,4,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
38,AF,AFG,Afghanistan,2020-04-01T00:00:00.000Z,26,192,0,4,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
39,AF,AFG,Afghanistan,2020-04-02T00:00:00.000Z,43,235,0,4,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
40,AF,AFG,Afghanistan,2020-04-03T00:00:00.000Z,34,269,1,5,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
41,AF,AFG,Afghanistan,2020-04-04T00:00:00.000Z,1,270,0,5,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
42,AF,AFG,Afghanistan,2020-04-05T00:00:00.000Z,29,299,2,7,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
43,AF,AFG,Afghanistan,2020-04-06T00:00:00.000Z,38,337,0,7,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
44,AF,AFG,Afghanistan,2020-04-07T00:00:00.000Z,30,367,4,11,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
45,AF,AFG,Afghanistan,2020-04-08T00:00:00.000Z,56,423,3,14,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
46,AF,AFG,Afghanistan,2020-04-09T00:00:00.000Z,61,484,1,15,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
47,AF,AFG,Afghanistan,2020-04-10T00:00:00.000Z,37,521,0,15,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
48,AF,AFG,Afghanistan,2020-04-11T00:00:00.000Z,0,521,0,15,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
49,AF,AFG,Afghanistan,2020-04-12T00:00:00.000Z,34,555,3,18,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
50,AF,AFG,Afghanistan,2020-04-13T00:00:00.000Z,110,665,3,21,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
51,AF,AFG,Afghanistan,2020-04-14T00:00:00.000Z,49,714,2,23,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
52,AF,AFG,Afghanistan,2020-04-15T00:00:00.000Z,70,784,2,25,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
53,AF,AFG,Afghanistan,2020-04-16T00:00:00.000Z,10,794,4,29,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
54,AF,AFG,Afghanistan,2020-04-17T00:00:00.000Z,51,845,1,30,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
55,AF,AFG,Afghanistan,2020-04-18T00:00:00.000Z,63,908,0,30,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
56,AF,AFG,Afghanistan,2020-04-19T00:00:00.000Z,88,996,3,33,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
57,AF,AFG,Afghanistan,2020-04-20T00:00:00.000Z,0,996,0,33,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
58,AF,AFG,Afghanistan,2020-04-21T00:00:00.000Z,96,1092,3,36,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
59,AF,AFG,Afghanistan,2020-04-22T00:00:00.000Z,84,1176,4,40,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
60,AF,AFG,Afghanistan,2020-04-23T00:00:00.000Z,0,1176,0,40,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
61,AF,AFG,Afghanistan,2020-04-24T00:00:00.000Z,50,1226,0,40,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
62,AF,AFG,Afghanistan,2020-04-25T00:00:00.000Z,237,1463,7,47,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
63,AF,AFG,Afghanistan,2020-04-26T00:00:00.000Z,0,1463,2,49,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
64,AF,AFG,Afghanistan,2020-04-27T00:00:00.000Z,240,1703,8,57,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
65,AF,AFG,Afghanistan,2020-04-28T00:00:00.000Z,124,1827,3,60,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
66,AF,AFG,Afghanistan,2020-04-29T00:00:00.000Z,0,1827,0,60,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
67,AF,AFG,Afghanistan,2020-04-30T00:00:00.000Z,344,2171,4,64,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
68,AF,AFG,Afghanistan,2020-05-01T00:00:00.000Z,0,2171,0,64,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
69,AF,AFG,Afghanistan,2020-05-02T00:00:00.000Z,298,2469,8,72,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
70,AF,AFG,Afghanistan,2020-05-03T00:00:00.000Z,0,2469,0,72,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
71,AF,AFG,Afghanistan,2020-05-04T00:00:00.000Z,0,2469,0,72,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
72,AL,ALB,Albania,2020-03-09T00:00:00.000Z,2,2,0,0,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
73,AL,ALB,Albania,2020-03-10T00:00:00.000Z,4,6,0,0,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
74,AL,ALB,Albania,2020-03-11T00:00:00.000Z,4,10,0,0,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
75,AL,ALB,Albania,2020-03-12T00:00:00.000Z,13,23,0,0,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
76,AL,ALB,Albania,2020-03-13T00:00:00.000Z,10,33,1,1,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
77,AL,ALB,Albania,2020-03-14T00:00:00.000Z,5,38,0,1,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
78,AL,ALB,Albania,2020-03-15T00:00:00.000Z,4,42,0,1,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
79,AL,ALB,Albania,2020-03-16T00:00:00.000Z,9,51,0,1,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
80,AL,ALB,Albania,2020-03-17T00:00:00.000Z,4,55,0,1,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
81,AL,ALB,Albania,2020-03-18T00:00:00.000Z,4,59,1,2,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
82,AL,ALB,Albania,2020-03-19T00:00:00.000Z,11,70,0,2,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
83,AL,ALB,Albania,2020-03-20T00:00:00.000Z,0,70,0,2,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
84,AL,ALB,Albania,2020-03-21T00:00:00.000Z,6,76,0,2,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
85,AL,ALB,Albania,2020-03-22T00:00:00.000Z,0,76,0,2,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
86,AL,ALB,Albania,2020-03-23T00:00:00.000Z,13,89,0,2,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
87,AL,ALB,Albania,2020-03-24T00:00:00.000Z,34,123,2,4,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
88,AL,ALB,Albania,2020-03-25T00:00:00.000Z,23,146,1,5,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
89,AL,ALB,Albania,2020-03-26T00:00:00.000Z,28,174,0,5,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
90,AL,ALB,Albania,2020-03-27T00:00:00.000Z,12,186,3,8,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
91,AL,ALB,Albania,2020-03-28T00:00:00.000Z,11,197,1,9,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
92,AL,ALB,Albania,2020-03-29T00:00:00.000Z,15,212,1,10,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
93,AL,ALB,Albania,2020-03-30T00:00:00.000Z,11,223,0,10,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
94,AL,ALB,Albania,2020-03-31T00:00:00.000Z,0,223,1,11,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
95,AL,ALB,Albania,2020-04-01T00:00:00.000Z,20,243,2,13,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
96,AL,ALB,Albania,2020-04-02T00:00:00.000Z,34,277,2,15,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
97,AL,ALB,Albania,2020-04-03T00:00:00.000Z,0,277,1,16,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
98,AL,ALB,Albania,2020-04-04T00:00:00.000Z,56,333,1,17,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
99,AL,ALB,Albania,2020-04-05T00:00:00.000Z,0,333,1,18,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
100,AL,ALB,Albania,2020-04-06T00:00:00.000Z,44,377,3,21,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
101,AL,ALB,Albania,2020-04-07T00:00:00.000Z,0,377,1,22,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
102,AL,ALB,Albania,2020-04-08T00:00:00.000Z,23,400,0,22,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
103,AL,ALB,Albania,2020-04-09T00:00:00.000Z,9,409,0,22,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
104,AL,ALB,Albania,2020-04-10T00:00:00.000Z,7,416,1,23,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
105,AL,ALB,Albania,2020-04-11T00:00:00.000Z,0,416,0,23,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
106,AL,ALB,Albania,2020-04-12T00:00:00.000Z,30,446,0,23,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
107,AL,ALB,Albania,2020-04-13T00:00:00.000Z,0,446,0,23,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
108,AL,ALB,Albania,2020-04-14T00:00:00.000Z,29,475,0,23,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
109,AL,ALB,Albania,2020-04-15T00:00:00.000Z,0,475,1,24,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
110,AL,ALB,Albania,2020-04-16T00:00:00.000Z,19,494,1,25,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
111,AL,ALB,Albania,2020-04-17T00:00:00.000Z,24,518,1,26,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
112,AL,ALB,Albania,2020-04-18T00:00:00.000Z,30,548,0,26,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
113,AL,ALB,Albania,2020-04-19T00:00:00.000Z,0,548,0,26,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
114,AL,ALB,Albania,2020-04-20T00:00:00.000Z,14,562,0,26,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
115,AL,ALB,Albania,2020-04-21T00:00:00.000Z,47,609,0,26,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
116,AL,ALB,Albania,2020-04-22T00:00:00.000Z,25,634,0,26,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
117,AL,ALB,Albania,2020-04-23T00:00:00.000Z,0,634,1,27,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
118,AL,ALB,Albania,2020-04-24T00:00:00.000Z,44,678,0,27,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
119,AL,ALB,Albania,2020-04-25T00:00:00.000Z,0,678,0,27,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
120,AL,ALB,Albania,2020-04-26T00:00:00.000Z,34,712,0,27,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
121,AL,ALB,Albania,2020-04-27T00:00:00.000Z,14,726,1,28,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
122,AL,ALB,Albania,2020-04-28T00:00:00.000Z,10,736,0,28,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
123,AL,ALB,Albania,2020-04-29T00:00:00.000Z,30,766,2,30,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
124,AL,ALB,Albania,2020-04-30T00:00:00.000Z,7,773,1,31,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
125,AL,ALB,Albania,2020-05-01T00:00:00.000Z,0,773,0,31,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
126,AL,ALB,Albania,2020-05-02T00:00:00.000Z,16,789,0,31,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
127,AL,ALB,Albania,2020-05-03T00:00:00.000Z,6,795,0,31,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
128,AL,ALB,Albania,2020-05-04T00:00:00.000Z,0,795,0,31,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
129,DZ,DZA,Algeria,2020-02-25T00:00:00.000Z,1,1,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
130,DZ,DZA,Algeria,2020-02-26T00:00:00.000Z,0,1,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
131,DZ,DZA,Algeria,2020-02-27T00:00:00.000Z,0,1,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
132,DZ,DZA,Algeria,2020-02-28T00:00:00.000Z,0,1,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
133,DZ,DZA,Algeria,2020-02-29T00:00:00.000Z,0,1,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
134,DZ,DZA,Algeria,2020-03-01T00:00:00.000Z,0,1,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
135,DZ,DZA,Algeria,2020-03-02T00:00:00.000Z,2,3,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
136,DZ,DZA,Algeria,2020-03-03T00:00:00.000Z,2,5,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
137,DZ,DZA,Algeria,2020-03-04T00:00:00.000Z,7,12,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
138,DZ,DZA,Algeria,2020-03-05T00:00:00.000Z,0,12,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
139,DZ,DZA,Algeria,2020-03-06T00:00:00.000Z,5,17,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
140,DZ,DZA,Algeria,2020-03-07T00:00:00.000Z,0,17,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
141,DZ,DZA,Algeria,2020-03-08T00:00:00.000Z,0,17,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
142,DZ,DZA,Algeria,2020-03-09T00:00:00.000Z,3,20,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
143,DZ,DZA,Algeria,2020-03-10T00:00:00.000Z,0,20,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
144,DZ,DZA,Algeria,2020-03-11T00:00:00.000Z,0,20,0,0,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
145,DZ,DZA,Algeria,2020-03-12T00:00:00.000Z,5,25,1,1,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
146,DZ,DZA,Algeria,2020-03-13T00:00:00.000Z,0,25,0,1,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
147,DZ,DZA,Algeria,2020-03-14T00:00:00.000Z,12,37,1,2,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
148,DZ,DZA,Algeria,2020-03-15T00:00:00.000Z,12,49,1,3,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
149,DZ,DZA,Algeria,2020-03-16T00:00:00.000Z,0,49,1,4,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
150,DZ,DZA,Algeria,2020-03-17T00:00:00.000Z,11,60,0,4,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
151,DZ,DZA,Algeria,2020-03-18T00:00:00.000Z,12,72,2,6,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
152,DZ,DZA,Algeria,2020-03-19T00:00:00.000Z,10,82,1,7,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
153,DZ,DZA,Algeria,2020-03-20T00:00:00.000Z,12,94,3,10,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
154,DZ,DZA,Algeria,2020-03-21T00:00:00.000Z,0,94,5,15,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
155,DZ,DZA,Algeria,2020-03-22T00:00:00.000Z,45,139,0,15,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
156,DZ,DZA,Algeria,2020-03-23T00:00:00.000Z,62,201,2,17,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
157,DZ,DZA,Algeria,2020-03-24T00:00:00.000Z,30,231,0,17,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
158,DZ,DZA,Algeria,2020-03-25T00:00:00.000Z,33,264,0,17,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
159,DZ,DZA,Algeria,2020-03-26T00:00:00.000Z,0,264,0,17,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
160,DZ,DZA,Algeria,2020-03-27T00:00:00.000Z,41,305,4,21,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
161,DZ,DZA,Algeria,2020-03-28T00:00:00.000Z,62,367,4,25,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
162,DZ,DZA,Algeria,2020-03-29T00:00:00.000Z,42,409,1,26,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
163,DZ,DZA,Algeria,2020-03-30T00:00:00.000Z,45,454,3,29,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
164,DZ,DZA,Algeria,2020-03-31T00:00:00.000Z,57,511,2,31,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
165,DZ,DZA,Algeria,2020-04-01T00:00:00.000Z,73,584,4,35,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
166,DZ,DZA,Algeria,2020-04-02T00:00:00.000Z,263,847,23,58,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
167,DZ,DZA,Algeria,2020-04-03T00:00:00.000Z,139,986,25,83,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
168,DZ,DZA,Algeria,2020-04-04T00:00:00.000Z,185,1171,22,105,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
169,DZ,DZA,Algeria,2020-04-05T00:00:00.000Z,80,1251,25,130,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
170,DZ,DZA,Algeria,2020-04-06T00:00:00.000Z,0,1251,0,130,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
171,DZ,DZA,Algeria,2020-04-07T00:00:00.000Z,172,1423,43,173,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
172,DZ,DZA,Algeria,2020-04-08T00:00:00.000Z,45,1468,21,194,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
173,DZ,DZA,Algeria,2020-04-09T00:00:00.000Z,104,1572,11,205,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
174,DZ,DZA,Algeria,2020-04-10T00:00:00.000Z,94,1666,30,235,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
175,DZ,DZA,Algeria,2020-04-11T00:00:00.000Z,95,1761,21,256,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
176,DZ,DZA,Algeria,2020-04-12T00:00:00.000Z,64,1825,19,275,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
177,DZ,DZA,Algeria,2020-04-13T00:00:00.000Z,89,1914,18,293,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
178,DZ,DZA,Algeria,2020-04-14T00:00:00.000Z,69,1983,20,313,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
179,DZ,DZA,Algeria,2020-04-15T00:00:00.000Z,87,2070,13,326,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
180,DZ,DZA,Algeria,2020-04-16T00:00:00.000Z,90,2160,10,336,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
181,DZ,DZA,Algeria,2020-04-17T00:00:00.000Z,108,2268,12,348,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
182,DZ,DZA,Algeria,2020-04-18T00:00:00.000Z,150,2418,16,364,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
183,DZ,DZA,Algeria,2020-04-19T00:00:00.000Z,116,2534,3,367,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
184,DZ,DZA,Algeria,2020-04-20T00:00:00.000Z,95,2629,8,375,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
185,DZ,DZA,Algeria,2020-04-21T00:00:00.000Z,89,2718,9,384,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
186,DZ,DZA,Algeria,2020-04-22T00:00:00.000Z,93,2811,8,392,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
187,DZ,DZA,Algeria,2020-04-23T00:00:00.000Z,99,2910,10,402,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
188,DZ,DZA,Algeria,2020-04-24T00:00:00.000Z,97,3007,5,407,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
189,DZ,DZA,Algeria,2020-04-25T00:00:00.000Z,120,3127,8,415,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
190,DZ,DZA,Algeria,2020-04-26T00:00:00.000Z,129,3256,4,419,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
191,DZ,DZA,Algeria,2020-04-27T00:00:00.000Z,126,3382,6,425,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
192,DZ,DZA,Algeria,2020-04-28T00:00:00.000Z,135,3517,7,432,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
193,DZ,DZA,Algeria,2020-04-29T00:00:00.000Z,132,3649,5,437,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
194,DZ,DZA,Algeria,2020-04-30T00:00:00.000Z,199,3848,7,444,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
195,DZ,DZA,Algeria,2020-05-01T00:00:00.000Z,158,4006,6,450,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
